,id,rat_id,label,MeanFreq,Amplitude,AUC,Duration,Peak2Peak,Power,Entropy,NumberOfPeaks,SpecEntropy
5690,53,9,0,5.814840857873133,570.1447382701523,28.95561573285336,0.0933333333333333,590.2108854823928,138268.30649926624,0.4912373418243331,1.0,2.919612843988096
259,259,206,0,2.1363144517259784,562.4830770149754,19.793507707257167,0.0566666666666666,288.2141584176119,134295.9049520602,-0.0,1.0,2.570707989846878
3517,207,211,0,7.916804685256394,656.4062009834853,35.00461516524889,0.1416666666666666,803.816872760234,97827.7563081661,0.8739810481273578,1.0,2.8398239803066847
14707,73,4,0,9.255033621022124,1173.8768280864265,43.34971805451861,0.0966666666666666,1275.7272684689276,322130.74715135683,0.7007495497162062,1.0,3.116252634507792
14974,49,4,1,7.403649120274005,2380.5708575256454,168.31845783204426,0.2366666666666666,2681.756684087559,702339.2812417333,0.9987117514654892,3.0,2.144800740444835
127,127,206,0,12.840351708708724,833.677958682375,36.463895146515554,0.1083333333333333,923.1826321567746,157786.30770718804,0.851224335262138,1.0,2.8729226136520363
6397,581,9,1,7.259859699622212,1171.7882753925244,136.090301058808,0.31,2011.9927408311928,276486.6359536154,0.9629004147713268,3.0,2.327476386747294
3555,245,211,0,12.333244613060884,744.8185036855981,36.44647162309788,0.16,785.1214569636547,73856.03415729404,0.9684610087601622,1.0,2.7184863702540296
3573,263,211,0,2.173822466449168,364.4004091001929,25.869590506239923,0.1133333333333333,376.7406809859573,61198.92906462509,0.110580844769887,1.0,2.2890113851032505
250,250,206,0,12.106186010312122,1019.1485350910792,38.694372646223954,0.1066666666666666,1003.5444561397504,161907.5850717432,0.6619760641115652,1.0,2.8679395739718663
3483,173,211,0,3.700224451515683,547.8749802366694,30.41762024764226,0.1033333333333333,576.7268552644972,107191.30666883785,0.1191160266556483,1.0,2.678391801340992
11893,22,3,0,9.727156277091863,518.5599932892982,40.574153662530165,0.23,878.1571769762429,53675.66981021213,1.0307003562790356,2.0,2.675080264626305
50,50,206,0,10.266462324962,752.5059780370809,39.128979579708016,0.1366666666666666,1023.23302532716,123694.09136435726,0.956652272148091,1.0,2.8226704276551358
8850,436,201,1,6.604021363196576,1173.9775481854176,131.52693138580793,0.3866666666666666,1641.4696616513029,182754.67901139535,0.9032529465563456,5.0,2.476237698754698
6260,444,9,1,6.799300209012115,924.0431867045752,139.68833978377944,0.54,1448.2693380484986,108308.34958894888,1.025548299184921,5.0,2.805123994502538
66,66,206,0,6.908634457601333,965.3229808358024,45.17222234577261,0.1266666666666666,1200.8960254789592,217367.60353355945,0.6892019851173655,1.0,3.030934911448612
3441,131,211,0,8.650954559744326,633.3634857070555,38.274580286437214,0.1383333333333333,924.484685782667,116167.74937532427,0.8514808683852091,1.0,2.823320479064452
15071,146,4,1,7.064839663284191,1966.3683237028465,165.89201050142034,0.21,3271.5956851863248,885031.7966695975,0.9640787648082292,3.0,2.616875706682764
11921,50,3,0,8.963865637132917,402.18037279361766,35.267294208901006,0.2266666666666666,588.2367305039668,34040.20269811854,0.9810407095342996,2.0,2.7773796779596363
8532,118,201,1,5.503285515615725,1039.9991535850368,140.49461352893138,0.4283333333333333,1604.4771600806998,165486.27306212843,0.9920235887726018,4.0,3.110423337863918
3509,199,211,0,7.5149210723473985,533.5869843424034,27.69513117774437,0.095,717.7297572659085,104020.3183405818,0.4854607607459134,1.0,2.741295243430381
5933,117,9,1,6.820717155062033,634.4474093806282,135.2323525638783,0.5616666666666666,1178.465278018461,86283.09676583519,0.999231317035436,5.0,3.005828930077406
11891,20,3,0,9.741084946379452,536.1013774247738,40.13151419758184,0.1816666666666666,869.8341540933875,67570.16438266801,0.7434073165779198,2.0,2.9677709713664155
3545,235,211,0,8.67647983292114,457.8223933578739,36.35601164631892,0.2233333333333333,632.1491837696728,41279.99224690946,0.9635359835770289,2.0,2.828751063342441
8326,79,201,0,12.995799010581685,755.3634699632915,46.78679593527066,0.1583333333333333,1006.055145866712,114798.8431786201,0.9980008838722996,2.0,2.294346573923442
5016,16,213,1,8.202349203604527,891.1090177049034,115.89994180279184,0.3883333333333333,1294.475818000864,136019.90286063272,0.970446265661395,6.0,2.7270807008337736
5651,14,9,0,9.922253005912616,707.2033609316327,43.32467447434237,0.1283333333333333,1102.11194254698,153289.83424565324,0.9093934226727596,1.0,2.7259448794260046
11873,2,3,0,8.554580283342034,487.2984502636828,39.15294841338981,0.1683333333333333,816.4746188423012,72551.84262064175,0.9965322634876734,1.0,2.2481492162467416
851,497,206,1,6.661111155457539,1673.1495218241375,141.16690601409553,0.33,2467.8788309122124,358331.67059911764,0.9997055824529296,3.0,2.3599606199981227
5115,115,213,1,7.398476031619207,882.9932262430824,138.07386071149045,0.4083333333333333,1481.1060267286653,160251.1710060605,0.9990263673912958,5.0,2.323082298834888
8263,16,201,0,9.777639825550526,435.977978404324,35.27665409207618,0.17,710.8585083505708,58443.14107580504,0.982106918992554,1.0,2.6972126169555155
5798,161,9,0,8.379972316707061,846.3013922175572,50.38683601202979,0.1216666666666666,1270.3240758953252,217854.0765822316,0.977001239421856,1.0,2.6537761407043297
3583,273,211,0,4.700672188685338,416.626530488746,31.841641555359548,0.155,489.7259429609449,58435.8901999946,0.5836753280239111,1.0,2.533683049364288
8247,0,201,0,7.641111750939558,511.2123405982144,52.97581108873636,0.2466666666666666,900.4116587896277,67211.85472722906,0.9776218674520888,2.0,2.366368660448854
12484,52,210,0,11.58999062349218,1494.5886419804958,53.92513849247257,0.105,1299.235641569876,310292.7894433923,0.7024665512903903,1.0,2.8000926705558467
8259,12,201,0,4.5570004397887365,1032.1352712547116,45.69897516421258,0.0916666666666666,992.0154676347496,340721.6285423381,-0.0,1.0,2.905152409258806
12626,114,210,1,8.616032585443826,643.1491550079719,139.12957108908483,0.6633333333333333,1099.212226583169,63832.44978852921,1.0211590940332722,10.0,3.4413634751276216
14935,10,4,1,10.53176134048053,3222.496981859007,124.61604332821274,0.18,2194.265765814157,736527.0985311525,0.9841095278800532,2.0,2.368718288762966
56,56,206,0,5.801299864462493,488.1734575236183,34.6923412575812,0.1283333333333333,709.1398577769871,91448.30184516538,0.8263541679009077,1.0,2.9088482165840355
13453,19,203,1,7.3036613077510335,1673.9984229973277,123.45403996320104,0.2766666666666666,2263.912316625392,361979.1287830116,0.8596840707294896,3.0,2.791632904198291
13901,467,203,1,8.374266557600713,812.1971237752679,138.86999578974246,0.6033333333333334,1382.8997687933188,84935.15302495903,1.0720550657539456,5.0,3.242207141210295
126,126,206,0,8.418759150062494,494.0455377300231,34.40482022993325,0.1466666666666666,705.8187547747493,77646.24458640812,0.7732266742876346,1.0,2.759246032701025
12492,60,210,0,9.269877170243973,852.6484185419879,49.77299473501904,0.1266666666666666,1193.9505848536346,195262.26753408616,0.8112781244591328,2.0,2.9247940445117693
11912,41,3,0,2.630929149266813,437.90899511484434,30.55989906047557,0.11,459.04542897873415,89862.09760927879,0.1132743034970967,1.0,2.202528471664697
11903,32,3,0,9.123710375916962,646.3270859791722,45.404191053417264,0.165,956.7277703930768,103541.6722948681,0.9182958340544896,1.0,2.6663333248436736
13880,446,203,1,6.414618916540594,1468.672568950442,146.1185884362665,0.3,2250.8605834178634,365194.9417884661,0.9798687566511528,3.0,2.226651343041304
3499,189,211,0,7.248393977594376,539.4352820765849,36.06770431148301,0.13,895.991018533643,94858.29664279128,0.5524951143251111,1.0,2.7320511935196365
3690,104,211,1,9.695346545700444,540.1158150327113,77.64865062712461,0.44,938.4792238403934,48320.77486891492,0.9816649485370994,5.0,3.457415642803874
12440,8,210,0,1.5576471976606323,560.9884794804927,34.60016700961583,0.0833333333333333,414.8670983869032,186556.1626369154,-0.0,1.0,2.5133919223847894
14634,0,4,0,7.719508257831808,1203.6218259762522,47.80519124572628,0.1033333333333333,1159.4577204872317,324143.545911226,0.7088356733321961,1.0,2.9444283233326267
3352,42,211,0,10.362293187694616,729.3919894465862,36.990077654243706,0.1316666666666666,844.2478865483611,114093.10365195209,0.8858834790484443,1.0,2.7983931079115805
8489,75,201,1,6.161290356516075,1609.4689678485447,143.3827249037941,0.3583333333333333,2066.796675134128,297294.4723475789,0.9053901839421292,5.0,2.301194096696646
3311,1,211,0,6.234031748238587,404.03897452471233,33.19555196516598,0.2,524.8473144130791,40458.46206965416,0.8112781244591328,3.0,2.652715797412214
11871,0,3,0,7.40433755485879,556.257260658544,31.194500666132512,0.1316666666666666,674.4922201096772,64655.81306209892,0.5479900080939727,1.0,2.334696004135264
41,41,206,0,12.507390847597856,603.0478989501768,45.53530293002063,0.2183333333333333,906.3804500188672,66383.33998198935,0.9537279882525034,2.0,2.607447269152276
4925,32,213,0,8.995566778394572,759.9187555067873,49.243861093935486,0.145,1091.4080156844675,175814.86574959036,0.8935711016541907,1.0,2.7525705302144723
5791,154,9,0,15.147268943173378,928.231326041745,47.972288346172576,0.19,1202.8673867568466,114360.74658847286,1.061019664793157,2.0,2.97346498318932
15033,108,4,1,5.721339161309956,1236.5423667644416,176.78426473719276,0.3866666666666666,2392.6516384955403,339717.08132457524,0.9371100125712576,5.0,1.926876819963075
5728,91,9,0,2.446280574057913,603.6277451580379,35.7497605735463,0.0966666666666666,496.42906143813855,163985.74403694025,-0.0,1.0,2.707910973952114
5101,101,213,1,7.446348721720281,1345.1076857093035,114.4774454609175,0.3166666666666666,1864.5191614992573,237518.41057546795,0.9864497419502244,3.0,2.690956378921872
13603,169,203,1,8.727443464935387,1021.3410415221114,108.1502652741554,0.3366666666666666,1574.2049275467075,170430.55101237746,0.951655259943596,4.0,2.651559912596268
269,269,206,0,10.684752136810786,1179.6043670478714,55.95431559542178,0.185,1280.2790296097578,160628.3064224315,0.9787603904449516,1.0,2.7456339942233914
8261,14,201,0,10.388309853707502,703.7883021515153,43.79620899048004,0.1416666666666666,1112.5540145334642,132465.31781754564,0.9875474847753029,2.0,2.7760260383753166
3320,10,211,0,7.1680207952235815,500.2346098784448,37.05097269935728,0.1733333333333333,680.0885688425802,64813.28914362238,0.8112781244591328,1.0,2.921884851677355
5665,28,9,0,9.52149756929322,656.0260075530307,41.76352670202317,0.1516666666666666,935.6738792357492,120007.69687246422,0.9534158774525224,2.0,2.8358203060162603
5039,39,213,1,7.002458367554677,851.601348010643,118.09480070597448,0.4866666666666667,1279.9247438494065,91560.69104799569,0.995901397312046,6.0,3.0453439272921825
5844,28,9,1,7.0427590505281366,986.4313131635078,119.02183052451709,0.3483333333333333,1586.5611659219178,181843.932925234,0.9796747334133636,4.0,1.7684241208263758
6249,433,9,1,8.036584329331198,690.7059810327039,122.4514815411009,0.4083333333333333,1331.1806935953775,123345.94916277,0.9852281360342516,5.0,2.293346664259452
3466,156,211,0,11.335504667938832,984.1777899414,42.80517832816655,0.1983333333333333,977.4045046059314,77429.81875075678,0.8677444505792965,2.0,2.834256839932089
8264,17,201,0,8.361496204797318,586.9146936877556,49.60485064730681,0.185,975.4077168033532,99645.08418604697,0.9501866467511052,1.0,2.465776849069241
3579,269,211,0,2.4381093394838014,422.5073967734128,25.72462291440559,0.1016666666666666,395.1453266975621,74036.21136309119,-0.0,1.0,2.5148978978284786
3326,16,211,0,5.42722089764782,809.4856913408889,57.63455484568674,0.1766666666666666,1083.254134633428,156768.69277774892,0.9866495415516758,1.0,2.5657467875323907
13496,62,203,1,7.172038030105658,1721.8365044178531,128.4929292920619,0.3166666666666666,2341.87999424996,369347.1923420271,0.9960799908510808,4.0,2.693749633926486
3409,99,211,0,3.6827739382790345,815.971908243061,41.500236045621335,0.0916666666666666,698.6569932179005,254048.66325311887,-0.0,1.0,2.798240449363987
3381,71,211,0,6.108167357360084,368.16339221420856,35.904176622265965,0.1833333333333333,548.7004205411433,46241.407063030645,0.9212963741927288,2.0,2.161793459510682
37,37,206,0,7.802639201621355,1076.1784533738316,60.49545078602398,0.18,1477.8913346240408,187539.58656950956,0.9841095278800532,1.0,2.76523994450556
8290,43,201,0,11.261229696620482,696.0176326202579,40.898949052586936,0.2,756.2559694716292,55086.70918923323,0.909736122531166,2.0,2.6450548563979304
3421,111,211,0,7.614561482719577,794.4823016781631,48.12808861867321,0.1616666666666666,1098.934685222555,127387.50993148804,0.892338681064176,1.0,2.671925223526957
3515,205,211,0,3.5556123891830813,439.3127058040543,33.54081996571681,0.115,544.741293999004,99118.9648815808,0.3193373865339728,1.0,2.38861439074572
14931,6,4,1,6.479794781018341,1102.0764470692793,126.45893373507027,0.3466666666666667,2086.9518107659464,229718.68517046655,0.9957274520849256,5.0,2.368214263652552
3585,275,211,0,5.955400540358418,492.7203665251641,34.959129192037324,0.2,643.395643862448,50025.1226003011,0.8049926222579683,2.0,2.8186643508877105
11892,21,3,0,8.607052082370377,566.6907095691175,40.239511595817895,0.1766666666666666,876.1441456748064,72872.55563522434,0.8718686865520275,1.0,2.629344594522065
13544,110,203,1,13.51018982429064,2164.102189870899,122.54576281323578,0.3383333333333333,2215.55924755869,247844.29577851645,0.9575534837147482,3.0,2.347987393876451
14708,74,4,0,7.404216041738257,735.4264012055395,38.74021970706305,0.0916666666666666,1158.102086692707,217707.5192842666,0.6429383500409614,1.0,2.7284324438017755
5966,150,9,1,9.094743618025657,634.233634591251,126.61557035973668,0.57,1152.5334410993833,73870.24293471337,1.0428146967108405,7.0,3.3449756805190765
8710,296,201,1,5.890131586372025,1399.4725795924755,157.27887527235188,0.3466666666666667,2210.3692963220424,295063.06479240744,0.993320421638792,4.0,2.1568632865315496
3322,12,211,0,7.189231251536298,475.0985210726044,34.601295720384854,0.1883333333333333,632.076285155351,48475.66291592653,0.7289514964064974,2.0,2.8736413731364263
8766,352,201,1,7.554832295794694,884.2964071496416,123.43155017455068,0.635,1468.697926410251,74292.3945990095,0.9999950307014372,8.0,3.265236056920095
13469,35,203,1,5.890312202970168,1678.4575786110977,143.53726089444876,0.215,2293.327791763687,632731.2246774413,0.9996098363678072,3.0,2.506045384115204
3350,40,211,0,5.491259237332068,485.2745578550261,33.0931973754671,0.1766666666666666,564.8805549450931,55396.60150431399,0.5631028237513912,1.0,2.5699124820875654
5804,167,9,0,9.373586543489328,719.6578495776898,48.093374350379314,0.135,1112.9215006498002,169251.26574578305,0.8607781176165942,1.0,2.795309123445473
160,160,206,0,1.6949356284259636,611.3628811374917,56.12222685076068,0.1533333333333333,663.3299767117276,153075.12717936118,0.1510969705171136,2.0,1.9916840539562428
164,164,206,0,9.642266168131812,1025.5877872101184,42.86380614492867,0.1083333333333333,1109.4505387400743,212129.2732821407,0.4441260450795996,1.0,2.84712604488872
15052,127,4,1,8.712030967615295,1645.264290547396,118.77563069078866,0.29,2242.0932959348274,338785.9654207915,0.9953251070631716,3.0,2.665795953084902
12487,55,210,0,8.015599501940743,1631.4841983746744,51.06509582661431,0.085,1360.9894986887086,508387.0982058647,0.3227569588973982,1.0,2.8518027407539748
3481,171,211,0,7.766604477865368,566.8656794813392,41.94526262302402,0.1666666666666666,750.6229119152948,93946.75308485168,0.950672092687066,1.0,2.6223453454992423
20,20,206,0,11.728933670853712,477.5595125783146,37.87248990087802,0.2016666666666666,750.348283810009,52505.52946363324,0.9237072060321944,3.0,2.717240102130733
3335,25,211,0,2.729866089009022,508.21525417088486,41.819855520407295,0.1383333333333333,490.6634101839568,109676.33996440184,-0.0,1.0,2.301246515657042
8553,139,201,1,5.906421927384086,1283.4782952221042,125.36715491673183,0.4516666666666666,1783.4749832023183,161783.0079901721,0.7559679480706729,6.0,3.171238514812761
15003,78,4,1,7.889173321753549,1469.0960967374435,120.18852965341628,0.2783333333333333,1866.054017563624,266148.85143691866,0.964295353983381,4.0,2.461566061684024
227,227,206,0,9.496300987740208,834.1914348054199,43.39601059818072,0.19,868.0598556124665,88399.22364573684,0.9494520153879484,1.0,2.5234369649662183
13584,150,203,1,6.975800063312297,676.9479410754899,102.45414945442845,0.5283333333333333,1080.213105738608,63539.91463786768,0.9939545393228572,6.0,3.564546022453734
3562,252,211,0,5.638990299665205,377.9300911967736,34.17084099555498,0.1616666666666666,628.4604332823146,53524.64675013263,0.6460174789535751,1.0,2.555591753362794
199,199,206,0,4.861997661690658,522.538669376453,47.29625068793315,0.2166666666666666,712.7035276942473,67248.73873969454,0.999316959634874,1.0,2.1739884005456527
3377,67,211,0,5.458265897503862,639.855434063556,56.61092724127362,0.2533333333333333,909.7243872557106,81716.12429759516,0.8680403986166403,2.0,2.5547775783089057
11896,25,3,0,11.112496639773491,586.3941449000279,55.52725846209674,0.26,1013.6319768152082,67464.15037090269,0.9798687566511528,2.0,2.356002330395989
8690,276,201,1,6.197603467128204,1007.4925199844024,134.40303983814584,0.3583333333333333,1397.4097298127176,180695.38473996837,0.996485989886783,4.0,2.2146830940980964
12893,381,210,1,8.63847293885213,859.0663595804847,114.7754361651974,0.45,1344.3933825822992,97070.12867059196,0.999643749677856,5.0,3.399042961749836
6492,676,9,1,6.5823852965960405,742.804311058714,112.7047807406052,0.485,1393.6470954447218,90805.54735993152,0.9721439323621084,5.0,3.371772216491838
13723,289,203,1,8.3591654077151,999.2174043620566,111.06826465181216,0.3533333333333333,1412.1296997054403,138454.04769504128,1.0056172809698276,3.0,2.5064819778029546
235,235,206,0,1.8675213105672248,568.3349470823762,68.6102966989692,0.1766666666666666,654.3936127806875,165499.20520864474,0.1350362028021276,2.0,1.870760380752784
13281,109,203,0,3.310225738333052,1384.2866956203338,113.08414243085032,0.2066666666666666,1867.595014386384,468693.5697026937,0.8112781244591328,1.0,2.000669020233938
