id,rat_id,label,MeanFreq_hpc,Amplitude_hpc,AUC_hpc,Duration_hpc,Peak2Peak_hpc,Power_hpc,Entropy_hpc,NumberOfPeaks_hpc,SpecEntropy_hpc,MeanFreq_hpcbelo,Amplitude_hpcbelo,AUC_hpcbelo,Duration_hpcbelo,Peak2Peak_hpcbelo,Power_hpcbelo,Entropy_hpcbelo,NumberOfPeaks_hpcbelo,SpecEntropy_hpcbelo
242,203,1,116.46666446573686,168.3157139270064,14.7506053551759,0.5633333333333334,316.2913507928962,1549.671268527255,1.0253916924438875,68.0,4.854048590410405,7.408919134162086,1353.4680163777368,170.764469242931,0.5633333333333334,1959.352962018565,180508.9848571877,0.9974728859256328,7.0,3.2754464154429046
7,211,0,129.06046222093673,47.69916396308674,1.105122539128546,0.0733333333333333,91.47294765043424,327.71903116450625,0.9865446300055644,9.0,4.550154769059442,3.629257013614089,435.9534857794839,16.585082961965526,0.0733333333333333,378.639908703617,69705.99702357918,-0.0,1.0,2.8698367540796514
2,201,0,130.21497546777815,50.62071604447708,1.552747175829691,0.0933333333333333,79.54027614902806,407.9156181974532,1.2213304490347237,13.0,4.4208690408598,5.107921338656892,581.4416867430309,26.01137651122687,0.0933333333333333,638.1121960154403,111361.62076705492,0.5916727785823275,1.0,2.992180558762564
259,206,0,120.49700288934196,57.19016438112015,1.0111353889401888,0.0566666666666666,90.43849604648528,500.3489220819274,0.9899927915575186,7.0,4.384013964707616,2.1363144517259784,562.4830770149754,19.793507707257167,0.0566666666666666,288.2141584176119,134295.9049520602,-0.0,1.0,2.570707989846878
233,211,0,112.71741897780076,71.86774287637147,2.4911997204384733,0.0966666666666666,133.73960147003285,970.2215762792696,0.9922666387194964,11.0,4.032352862827349,4.671802710980467,508.0936032402169,27.83882485161191,0.0966666666666666,584.5177541744524,98266.71323259428,0.2936763098513695,1.0,2.578175039589174
156,206,0,117.23297818578108,40.95293932416578,1.33650000785595,0.1233333333333333,72.57677677855548,193.0388544478116,1.356871789217669,14.0,4.130069801382716,7.501545344480867,469.0981204539722,27.94364705785981,0.1233333333333333,634.3901433996563,70621.68203787204,0.821812730503485,1.0,2.818065934789663
11,4,1,124.02192304153408,282.3168682307281,20.385005238709144,0.3416666666666667,519.8110874395493,6133.875925490903,0.9995708393473224,41.0,4.200917012545959,7.249821930806595,1478.7852255123194,162.4788501012002,0.3416666666666667,2377.9657004218425,368256.6270348328,0.9788698505067784,5.0,2.735515160628505
103,9,0,119.25821584234326,46.8519597698773,1.7639994772638348,0.1133333333333333,83.9303336735219,370.43703246121726,1.0,13.0,4.564959372186797,13.771729374507297,1051.7806744106356,31.76335229651602,0.1133333333333333,849.2201093492874,128279.88163513216,0.7612401496918492,1.0,2.8106686826999003
127,206,0,122.22626068089912,43.87455109230836,1.541799235379823,0.1083333333333333,79.86175183062986,310.32737175535925,1.2968267169671273,13.0,4.047341362296711,12.840351708708724,833.677958682375,36.463895146515554,0.1083333333333333,923.1826321567746,157786.30770718804,0.851224335262138,1.0,2.8729226136520363
108,4,1,126.41849831949322,187.50156303925468,15.70680210716256,0.3866666666666666,348.8287380550432,3097.539450614378,1.1762403097053955,49.0,3.903283814421872,5.721339161309956,1236.5423667644416,176.78426473719276,0.3866666666666666,2392.6516384955403,339717.08132457524,0.9371100125712576,5.0,1.926876819963075
222,206,0,122.57169577538316,37.92361348332796,1.3946160379610535,0.12,68.2190672233724,206.3603992743063,0.99498482818597,15.0,4.532664600872292,16.157427900169356,1099.8020199761918,34.54228714194139,0.12,883.6515841056913,108781.63270356502,0.710676853856123,1.0,2.8910121921197103
270,203,1,111.75284462553574,219.233815901374,15.95510673233454,0.405,387.3886384027337,3803.234693136908,1.102400413388617,48.0,3.57607024396419,5.378121810973899,1250.385209791723,177.23648716160915,0.405,2197.5011322426662,290555.06160873023,0.9849831217323608,3.0,2.2231999111735545
3,201,0,130.51569815780752,35.637069742387546,1.0966766808550603,0.1216666666666666,61.16123342042521,154.13214208622554,1.0901714065328258,15.0,4.588412269595024,12.347568647179324,678.7120339542431,40.0991872892104,0.1216666666666666,1061.0823534776212,139381.0073793745,0.9693253797191862,1.0,2.4552219649452725
168,203,0,116.51608770706362,262.7290251961656,5.088563480019748,0.0816666666666666,487.0240377841707,7172.945076689556,0.997294381646235,9.0,4.181437343927468,3.2860270147587785,1927.8649709763704,81.1087511822789,0.0816666666666666,1587.4931195231784,1287679.473283227,-0.0,1.0,2.839540233228208
3,206,0,128.38745653835005,47.3332053682795,1.5813791842017717,0.105,86.75210299774045,359.01074013365985,1.304050784825137,13.0,4.677479274248324,11.32935254030204,703.4541186450135,25.55190746413468,0.105,685.4592370754999,89953.85105284663,0.7024665512903903,1.0,2.9991364153243225
11,206,0,130.8883104482421,62.093455209423766,1.40213436662368,0.08,92.70931247795728,473.72110341570254,0.9886994082884974,11.0,4.744778469978384,4.024579848068388,1042.070008625485,41.94614135854052,0.08,719.5271382033175,338214.50820532936,-0.0,1.0,2.779119909715414
33,210,0,129.53090926310807,116.61567901247967,2.619002377222703,0.0716666666666666,226.7170060171105,2326.632489289589,0.9996098363678072,9.0,4.172230191321408,2.1411464654108485,592.4356633273806,33.043218539894625,0.0716666666666666,477.3340952722904,229403.1573269197,-0.0,1.0,2.506993612220671
223,211,0,123.51325637837571,136.55576309036934,3.3134452914246046,0.1166666666666666,240.0916101330861,1544.6269692933413,1.092392931362792,13.0,4.457958781544152,8.33261561490905,602.1605465469837,28.721002428332906,0.1166666666666666,800.5221752201078,95835.55111115816,0.692419486327474,1.0,3.007112935177345
53,9,0,114.92195610293312,55.96771273294521,1.5084717040371247,0.0933333333333333,95.23932012363528,419.236808139616,1.2184646791456806,11.0,4.165646874326294,5.814840857873133,570.1447382701523,28.95561573285336,0.0933333333333333,590.2108854823928,138268.30649926624,0.4912373418243331,1.0,2.919612843988096
103,203,1,120.90295186385984,242.902478849779,10.220836276015293,0.2766666666666666,439.6643625513189,3003.925943260582,1.1869910181862549,31.0,4.345687653573911,6.812651308477073,1797.8710422273805,182.82066895727496,0.2766666666666666,2814.457433650142,647062.3705515667,0.9962271482775464,2.0,2.4385648195510874
119,201,1,128.383052651847,166.3182405329148,11.55581965592618,0.3716666666666666,297.7945286364032,2006.1275847406023,1.182984239375667,46.0,4.32301244356453,7.230596211912999,1364.598196798725,144.92387732176792,0.3716666666666666,2035.7375772877112,260309.566358952,0.958861314238278,5.0,2.39788803654791
184,206,0,122.5878101466097,64.69736430327131,1.83011576793768,0.085,116.6669279043121,714.0708359927606,0.9997226475394072,10.0,4.486934268792413,3.0879134864019515,883.6775100055174,42.13661133686263,0.085,693.3348057288478,307721.2019696608,-0.0,1.0,2.83768459097468
4,210,0,119.97583227903772,90.63184428690708,1.949243679117199,0.095,168.01879223359384,881.7908962016844,1.1062557941660758,12.0,4.410580334938981,5.246094803534834,689.8344152248924,40.42960827478144,0.095,915.090093327702,216082.35735349005,0.5373760853377336,1.0,2.5920609273270845
78,211,0,128.09730800839102,96.91279689164377,1.8857383962694565,0.1033333333333333,158.35924186413956,785.5590271627456,1.2048167219886057,14.0,4.74395446739627,5.431190525968223,567.7578642675086,25.15800494844836,0.1033333333333333,575.883495780837,91379.79925051997,0.5150089182972988,1.0,2.957906685874507
99,211,0,130.16569157489633,119.34621889238986,2.089591403292961,0.0916666666666666,198.8897553214184,1135.7527929469816,0.9997615248696312,12.0,4.661646288770712,3.6827739382790345,815.971908243061,41.500236045621335,0.0916666666666666,698.6569932179005,254048.66325311887,-0.0,1.0,2.798240449363987
1,206,0,121.77844691662074,57.67319149578843,1.762931936757775,0.1083333333333333,100.8179720806836,453.940964367161,0.9998292601233936,13.0,4.518444828517797,3.4891843528349757,637.1055719025857,36.25978475358731,0.1083333333333333,657.3730370142829,141651.23773037727,0.1982349640977662,1.0,2.586789101632471
436,201,1,119.76436012535154,182.83960313789444,13.690719521219624,0.3866666666666666,328.5634583644378,2633.797729568405,1.2833626847465531,46.0,3.737968299803778,6.604021363196576,1173.9775481854176,131.52693138580793,0.3866666666666666,1641.4696616513029,182754.67901139535,0.9032529465563456,5.0,2.476237698754698
61,211,0,126.39337605204986,103.07511123799628,2.1502017216016034,0.1083333333333333,169.27895726894374,770.5903073832036,1.096514667324345,13.0,4.69927046677779,4.481701706408713,555.1365926413157,33.06942747503911,0.1083333333333333,525.2525375412489,122088.87894369068,-0.0,1.0,2.699113298739019
155,211,0,118.12743219141304,96.55274698570622,1.82629490661144,0.1166666666666666,157.77967569780867,573.5439822505587,1.280158123497245,14.0,4.612157578226641,6.498972301464462,707.3231543342977,40.97573551537779,0.1166666666666666,969.9512243225028,171266.6088834376,0.898058793450166,1.0,2.833766909093096
24,210,0,125.24577339700885,36.49829355489248,1.4527413827715616,0.1366666666666666,66.22473109608823,172.31983019940563,1.1649871421184606,17.0,4.540744336425035,18.16245675800935,1024.400222060374,37.386925459428014,0.1366666666666666,859.1381162808277,104457.7428139558,1.0740070120966374,2.0,2.547454955835903
210,4,0,112.58579283267328,61.22508312608235,1.5921333752393552,0.07,109.94356534833524,736.0506871059796,1.27447721721252,8.0,4.104340921749889,1.447933325394856,757.9882841638928,36.51631407968984,0.07,386.2214911591955,292230.13136875525,-0.0,1.0,2.489234213173469
1,201,0,136.35839914652644,72.61540185429817,1.994817145742835,0.11,111.6063401506549,581.7177169755423,1.0966089341386855,13.0,4.824934666997957,9.214712773979386,774.996897287169,31.47720877969456,0.11,677.8029043311828,124900.13099703909,0.6500224216483541,1.0,2.906906186229992
19,203,0,118.0943233953576,207.6452767684146,6.791468395869839,0.1333333333333333,341.84225562161055,4483.431977010712,0.9995491108252484,14.0,4.119339781145188,4.112124583931754,1651.6093098889755,102.1209513036917,0.1333333333333333,2296.296586551007,841119.559344735,0.5435644431995964,1.0,2.440625832677479
206,203,1,121.23300942119369,268.1513544008476,9.703540964527232,0.3483333333333333,470.8877443648324,2243.3079418578563,1.115160974392151,44.0,4.377806733887052,10.59681158001596,1851.3528369282865,148.80925033944783,0.3483333333333333,2593.213811814112,348756.7046364645,0.9962811561832604,4.0,2.5360729208635298
219,206,0,122.27333446685104,63.11877686336677,1.6297907715088966,0.085,113.0867533995901,636.554112549676,1.231455573962982,11.0,4.654019530685083,3.044902239139121,1031.657067294227,50.395736201809214,0.085,858.4252499037439,415583.5641089005,-0.0,1.0,2.736074648030093
420,203,1,114.7397189846979,218.41909701722375,21.275139090401417,0.46,409.4992810726345,4130.398756751742,1.154665572677052,56.0,4.763250232346996,9.427446190658516,1432.088238421073,125.65688824442368,0.46,1591.528776457796,128408.90153522398,0.9996590716691398,5.0,3.4651004369897747
430,201,1,113.7434086043076,215.03299222234912,11.757059996562418,0.5583333333333333,392.5516287970477,1274.2848888289134,1.1315357749486203,70.0,5.055785971079353,6.480724565689886,1344.1071128922297,141.74896680499813,0.5583333333333333,1988.623828799893,155731.06115919538,1.0030184680361849,4.0,2.803387155652985
60,9,0,133.3136284585523,47.3660787421197,1.4664024675108194,0.095,82.54744494384661,375.5108839193876,1.109874652143236,13.0,4.679023684170326,2.05445455205722,670.5138467449704,46.28856250865874,0.095,606.4380025371033,262036.676426536,-0.0,1.0,2.47125773407206
161,9,0,144.63169830818404,38.531774140152734,1.5420869704182876,0.1216666666666666,68.27580449972675,249.7981031699854,1.0857739770381454,17.0,4.981282421244857,8.379972316707061,846.3013922175572,50.38683601202979,0.1216666666666666,1270.3240758953252,217854.0765822316,0.977001239421856,1.0,2.6537761407043297
0,211,0,125.53231486920131,64.21200933576408,2.0267071076325776,0.1216666666666666,116.48564236073672,437.7612246330093,1.0857739770381454,14.0,4.385799584351555,1.033891434653897,348.8500962411946,31.782654472456286,0.1216666666666666,263.90815255062546,75411.71226927712,-0.0,1.0,2.008767958823156
46,206,0,122.36570998840553,40.62930469686462,1.8214759051844276,0.1116666666666666,74.71222689192109,391.0927693950295,1.1921515453159115,13.0,3.9935980383696297,8.927738031270923,1072.706893237055,50.22153650245963,0.1116666666666666,1504.8533766585224,337529.1407714611,0.8794587736429037,1.0,2.927254210336325
174,4,0,127.38629404156644,185.0301584657004,3.984199876464588,0.0866666666666666,316.4884728859952,3864.123760927514,1.1175966909096209,11.0,4.4098467854877335,14.175330717481591,2223.498301309069,64.01503567792437,0.0866666666666666,2255.4015943866366,728662.4718937693,0.5159469300074474,1.0,2.925354958169165
265,211,0,116.10406447462594,174.52753965875044,2.6470404681203235,0.0883333333333333,287.0082884608923,2166.541534736832,0.9976875760352552,11.0,4.54841254150373,1.8509176290792095,435.3307793590688,29.01289079271896,0.0883333333333333,380.85234066487726,116768.34489213262,-0.0,1.0,2.4363783386411098
154,9,0,130.6272862148155,114.16099656986395,2.814868321441529,0.19,202.63241918269185,500.951221474445,1.1909017696113895,27.0,4.645780220500585,15.147268943173378,928.231326041745,47.972288346172576,0.19,1202.8673867568466,114360.74658847286,1.061019664793157,2.0,2.97346498318932
73,4,0,128.45689361005964,55.54158357182315,1.5982372521266863,0.0966666666666666,96.16801426683386,469.0488881140773,1.106452022253965,12.0,4.442149429857857,9.255033621022124,1173.8768280864265,43.34971805451861,0.0966666666666666,1275.7272684689276,322130.74715135683,0.7007495497162062,1.0,3.116252634507792
8,210,0,114.99140840973828,59.02498612615741,1.842019677821642,0.0833333333333333,109.60522729844152,689.2925787447165,0.9988455359952018,9.0,3.6002233057544277,1.5576471976606323,560.9884794804927,34.60016700961583,0.0833333333333333,414.8670983869032,186556.1626369154,-0.0,1.0,2.5133919223847894
118,201,1,132.49870835326274,198.10128376259465,15.556439991128686,0.4283333333333333,354.0738540882196,2854.646794935582,1.0300532733842735,56.0,4.8318193785231545,5.503285515615725,1039.9991535850368,140.49461352893138,0.4283333333333333,1604.4771600806998,165486.27306212843,0.9920235887726018,4.0,3.110423337863918
80,203,1,112.60529767158836,179.85512086359347,13.87722968261206,0.3983333333333333,328.94554119879365,2365.8434846633168,1.033070747998836,46.0,3.7337834023932457,8.727246153013791,1070.420870318549,123.53533960723448,0.3983333333333333,1686.3758884763715,144702.82408713218,0.9459669494775504,5.0,2.773441457628618
129,206,0,126.6755272079262,71.51584993452569,1.8327927106227897,0.1166666666666666,132.37143326501482,454.1985600241448,1.280158123497245,15.0,4.6879498943381295,10.640306529844365,1201.6919788428029,53.54192115947952,0.1166666666666666,1602.932313320007,346597.7329540899,0.9852281360342516,2.0,3.0001417296552018
173,211,0,114.99044902157294,75.61021973652154,1.6640907597302397,0.1033333333333333,132.85681555135713,515.9492445411003,1.3076129760811468,12.0,4.308132460975793,3.700224451515683,547.8749802366694,30.41762024764226,0.1033333333333333,576.7268552644972,107191.30666883785,0.1191160266556483,1.0,2.678391801340992
56,206,0,114.46002987319656,46.67147956103954,1.7062788466884302,0.1283333333333333,82.59971132269732,296.6641284636714,1.255736405655862,15.0,4.317818274214237,5.801299864462493,488.1734575236183,34.6923412575812,0.1283333333333333,709.1398577769871,91448.30184516538,0.8263541679009077,1.0,2.9088482165840355
115,213,1,109.60814700915556,239.3415855272962,11.842836733750868,0.4083333333333333,422.60008532924815,2466.625537109702,1.2044639497212215,49.0,3.548656271557271,7.398476031619207,882.9932262430824,138.07386071149045,0.4083333333333333,1481.1060267286653,160251.1710060605,0.9990263673912958,5.0,2.323082298834888
296,201,1,121.50834123734136,175.47121550376318,12.073663882657218,0.3466666666666667,325.49988835675146,2355.614965456031,1.1560582293711592,43.0,4.082293770977424,5.890131586372025,1399.4725795924755,157.27887527235188,0.3466666666666667,2210.3692963220424,295063.06479240744,0.993320421638792,4.0,2.1568632865315496
446,203,1,120.04966170846416,269.2310473875585,14.928750884146256,0.3,507.33963575261896,4997.839870885935,1.087982201275492,38.0,4.329157973447676,6.414618916540594,1468.672568950442,146.1185884362665,0.3,2250.8605834178634,365194.9417884661,0.9798687566511528,3.0,2.226651343041304
0,4,0,120.6338541428594,77.9096310016773,2.492346818251918,0.1033333333333333,143.95716061455764,940.4449588869186,0.9969954265557696,12.0,4.519897797850248,7.719508257831808,1203.6218259762522,47.80519124572628,0.1033333333333333,1159.4577204872317,324143.545911226,0.7088356733321961,1.0,2.9444283233326267
14,210,0,125.89986976510316,117.83342848558344,4.362834167589661,0.1233333333333333,222.5189258311,2201.2549258880845,1.0832083692191734,15.0,3.694019800223408,13.992306542104394,861.1875792607418,41.75135598989911,0.1233333333333333,1029.108761610781,160475.80556461014,0.9568886656798214,2.0,3.006960722475991
191,4,1,137.0769980008505,254.1965864098534,8.838535138409583,0.2433333333333333,460.2569436130604,3960.789699691479,1.208006885483203,33.0,4.522748423859052,7.694764434373625,2226.303154513755,170.56618809220626,0.2433333333333333,3242.470674732326,727936.3124752574,0.9605187074766162,3.0,2.4553906171056465
91,9,0,120.45634658414356,65.93030822659973,2.155229657382194,0.0966666666666666,118.66542039530763,740.8373155589358,1.212840468577159,11.0,3.869131210327725,2.446280574057913,603.6277451580379,35.7497605735463,0.0966666666666666,496.42906143813855,163985.74403694025,-0.0,1.0,2.707910973952114
205,211,0,110.89388234003802,43.66339310269787,1.6886963520581617,0.115,80.66607323786857,335.5289562699262,1.094792961053197,13.0,3.7239276168943127,3.5556123891830813,439.3127058040543,33.54081996571681,0.115,544.741293999004,99118.9648815808,0.3193373865339728,1.0,2.38861439074572
167,206,0,131.86043297521883,36.3091958575794,1.409131286654587,0.1433333333333333,61.58569703355203,168.25871152143932,1.3726831466516838,21.0,4.763100493148314,9.546768896417284,562.5398120101306,28.75592757866501,0.1433333333333333,927.6857988508458,66401.61093353828,0.985909442028652,1.0,2.689209749555055
6,4,1,132.7179035015824,237.80182337399256,14.278124637896592,0.3466666666666667,456.536036491843,3419.10748232855,1.1164691721238786,48.0,4.602981832493758,6.479794781018341,1102.0764470692793,126.45893373507027,0.3466666666666667,2086.9518107659464,229718.68517046655,0.9957274520849256,5.0,2.368214263652552
79,201,0,127.50151530741792,49.72252801500374,1.6439336625779783,0.1583333333333333,85.73664609488611,210.42526688639632,1.366709911502909,20.0,4.752860938000255,12.995799010581685,755.3634699632915,46.78679593527066,0.1583333333333333,1006.055145866712,114798.8431786201,0.9980008838722996,2.0,2.294346573923442
209,203,0,115.7780798852586,91.78468597854524,1.8996956409915635,0.1016666666666666,164.3891469403742,706.2941340623801,1.3108577361552065,14.0,4.611891657268007,10.591050747252186,964.2300439473784,35.5248635895591,0.1016666666666666,837.7783585712566,186788.5915160404,0.6807937753703206,1.0,2.964678535415157
214,211,0,115.11300825887945,182.92210062395236,4.077407864271997,0.1033333333333333,327.9259646980396,3473.65427078851,0.9992492479956564,12.0,4.197125235548262,5.844078565148868,745.7332879360329,39.2349715436216,0.1033333333333333,860.9706457496538,183434.61448551752,0.4044483864864384,1.0,2.716828570521997
250,206,0,137.15329790932103,39.97466055438446,1.376608084745666,0.1066666666666666,74.50985096139135,262.30812860885834,1.1003111621563573,15.0,4.921566506430208,12.106186010312122,1019.1485350910792,38.694372646223954,0.1066666666666666,1003.5444561397504,161907.5850717432,0.6619760641115652,1.0,2.8679395739718663
1,3,0,120.11520429626154,24.84942377230381,1.018597718253003,0.1283333333333333,46.26865451580692,93.01547774159197,1.3433524739658207,16.0,4.746179184639404,12.337005997757036,690.669812860755,25.1898935674458,0.1283333333333333,663.0827652372406,51901.756836009896,0.6242741010130388,1.0,2.74024981694793
245,211,0,117.56479872737538,59.26157629632676,2.267458964779917,0.16,108.71748979376898,347.0116677294448,1.0667098986844166,18.0,4.429931259699166,12.333244613060884,744.8185036855981,36.44647162309788,0.16,785.1214569636547,73856.03415729404,0.9684610087601622,1.0,2.7184863702540296
74,201,1,137.91386261224812,183.94376203500624,11.79489165422795,0.385,298.48299827200856,2136.8747367789665,1.2504545388078625,50.0,4.632494402939963,6.377325391925445,1573.869261783469,179.4384177797799,0.385,2530.0024985260875,372417.5225329876,0.926711547262741,4.0,2.344747131584578
93,9,0,135.63655340291876,139.10877034769908,2.772813403106773,0.11,222.9343119631372,1335.2079583671657,0.9973487979180448,14.0,4.701904622976937,2.9314282654580714,729.2246651076534,50.78720467611383,0.11,751.0672271808598,253462.4753641398,0.1959092708736049,1.0,2.4690623478052154
14,9,0,132.4943462034413,49.74393537209605,1.8437574053387007,0.1283333333333333,89.10489402780794,327.8834738950604,1.1726568447526815,17.0,4.797138596287679,9.922253005912616,707.2033609316327,43.32467447434237,0.1283333333333333,1102.11194254698,153289.83424565324,0.9093934226727596,1.0,2.7259448794260046
76,211,0,119.4739156563808,40.02830458486856,1.360096907880043,0.1183333333333333,71.85031046024491,200.43254016270225,0.9987117514654892,14.0,4.246902170045723,1.5643780266240743,496.99344300082623,43.088742127024574,0.1183333333333333,377.9840791951358,144341.33576478067,-0.0,1.0,2.2408546146253654
9,211,0,121.75615475074662,73.95983307549794,2.9191102801247943,0.1716666666666666,138.70659786635696,518.4970413126599,1.0688726161922182,22.0,3.979546894988305,6.742967903925078,353.4518639103267,24.25196762805605,0.1716666666666666,397.6270476276474,36268.57745539957,0.7995318105266798,2.0,2.736106819290879
42,211,0,117.55134253340368,44.20321427424014,1.543271922307145,0.1316666666666666,78.82966569759927,222.20652567859767,1.1692630478762722,17.0,4.244300449318874,10.362293187694616,729.3919894465862,36.990077654243706,0.1316666666666666,844.2478865483611,114093.10365195209,0.8858834790484443,1.0,2.7983931079115805
24,203,0,110.32947728985904,161.29518221274728,4.015187599484944,0.1166666666666666,265.73803776987904,2222.830904279504,0.9994110647387552,12.0,3.7703723944491214,3.276082901704953,1357.8477514868598,93.3222462199816,0.1166666666666666,1498.237292198598,768405.1067899099,0.1871762568732081,1.0,2.490192465645596
39,203,0,128.00677141495322,228.44021993231237,7.913916031471727,0.11,429.0352194737619,8303.605833691217,0.9993375041688848,13.0,3.939778270858836,4.768047393072536,2148.363955249873,91.28079268930983,0.11,1377.405319798304,861989.3756974441,-0.0,1.0,2.368882229331628
63,4,0,136.4616169692765,72.60005985635878,2.033029426430308,0.0883333333333333,135.99328903841223,896.999460055316,1.115121071491845,13.0,4.950658230305671,3.4540768386347898,1194.4411618929232,63.33375286198293,0.0883333333333333,1230.3479713735212,603934.5409377454,0.1350362028021276,1.0,2.6564018425220994
126,206,0,124.57098519683262,38.52914551167403,1.7720283665515124,0.1466666666666666,69.88964171550683,226.11803160393535,1.077491606233396,18.0,4.818873910084031,8.418759150062494,494.0455377300231,34.40482022993325,0.1466666666666666,705.8187547747493,77646.24458640812,0.7732266742876346,1.0,2.759246032701025
28,9,0,130.2802472220943,59.95324253801744,2.133423756393908,0.1516666666666666,104.95795870609678,331.8365370924664,1.379307574520136,20.0,4.401206791872289,9.52149756929322,656.0260075530307,41.76352670202317,0.1516666666666666,935.6738792357492,120007.69687246422,0.9534158774525224,2.0,2.8358203060162603
