pfcshallow,hpcpyra,hpcbelo,pfcdeep,time
-8.19634756598304,2.4943434156860858,7.5831046082603475,-6.475634576529855,0.0
-8.677404094270596,-0.5932462563914345,7.577268876783937,-8.235153679999632,0.0016666666666666668
-6.962299180007425,-0.4696798606881183,7.913121407165531,-6.65186363426072,0.0033333333333333335
-5.0945960355784825,1.2783101752024644,8.65957035212591,-4.254378162083527,0.005
-4.867325899795734,-1.3495282886311222,9.860445106406178,-5.406530530363699,0.006666666666666667
-6.793207309405569,-3.9171098773345028,11.532588011454123,-5.526151695057846,0.008333333333333333
-5.496567352995672,0.7326123210637847,13.665807168467962,-4.564256076679185,0.01
-4.02988229669288,5.475236665329256,16.2244961288898,-4.032380052210595,0.011666666666666667
-3.7134338606524304,1.8608391666443296,19.150587832676525,-3.719579293174052,0.013333333333333334
-4.881909166750046,-3.558106121482141,22.367482219379625,-2.9131548476152553,0.015000000000000001
-3.3906715343975105,-3.6500716895818535,25.784619851867053,-0.5277681112337121,0.016666666666666666
-2.8502833914360606,-0.6079052632210855,29.30241558441019,-1.3576518933716903,0.018333333333333333
-0.74323609348174,2.936149227535471,32.81728747507058,-2.2929713787937342,0.02
-0.39829178151318995,3.3974698658021154,36.22651553507576,1.440298247300344,0.021666666666666667
-1.186581428277563,-0.9661728382966557,39.43268719712088,-1.9900400897907948,0.023333333333333334
-1.6292993602656425,-2.919681343905827,42.347574510846854,-2.556367310424181,0.025
0.04548403586922954,-0.2342679719422862,44.89539545487287,-1.2416619461511997,0.02666666666666667
-2.6875873949910676,0.7711363981700106,47.01545084134414,-3.8122919133130897,0.028333333333333335
-0.7618394326247473,0.47674062216885704,48.66410558453799,-0.22022094819047558,0.030000000000000002
-3.1554411436011427,0.2665379380863085,49.816077153624484,-2.2974258728003596,0.03166666666666667
-5.517025737294411,-1.0734020405592768,50.46502641402267,-6.007412425415383,0.03333333333333333
-7.266892749271713,0.6961682717257498,50.623466935549985,-5.429365336343533,0.035
-7.091853466907355,2.5965392576748645,50.32197874172981,-7.4960461878443025,0.03666666666666667
-5.9183437017242255,-2.2492978433083297,49.60765163103919,-6.143730404424084,0.03833333333333334
-5.490325758245017,-3.7772250454577967,48.54165609031744,-7.055399635371698,0.04
-6.48738109901817,2.9072934096384864,47.19590519192109,-7.7673797052497795,0.04166666666666667
-0.9526052296938319,3.0659319922712354,45.648934294215,-4.0314479629160855,0.043333333333333335
-1.944603553407921,-2.7711626307031123,43.98130796394899,-2.780502767883176,0.045000000000000005
-2.85407446604108,-0.8315928597730176,42.27094698663736,-0.7178316032675358,0.04666666666666667
-3.1680711414679794,2.6517908809688104,40.58873462011921,-2.291894720374205,0.04833333333333334
-7.196735129669377,-0.9496970487746035,38.99471551656382,-7.589923869677172,0.05
-8.019673963819857,-2.536226343212387,37.535188214586235,-9.347498090042428,0.05166666666666667
-10.808363055274684,1.2400133704670702,36.240925603709364,-11.355908008170156,0.05333333333333334
-12.476245898340974,1.8926407485897323,35.12658475878395,-13.039182459485096,0.055
-12.904857216092783,-1.1492545533100473,34.19117197542665,-13.047082583048192,0.05666666666666667
-12.586959616229075,-1.0796249792551595,33.419338629225244,-10.941106863962451,0.058333333333333334
-11.033834225720875,1.7174461482457322,32.7833398682457,-8.126706442664865,0.060000000000000005
-6.773346297464281,0.9640280195336378,32.24559711045873,-6.415837606888843,0.06166666666666667
-3.986521337689368,-1.6911192588860329,31.761837008846467,-7.921634446258414,0.06333333333333334
-4.157067572752028,-1.029491782477869,31.28472378396425,-8.681403396817064,0.065
-5.344272557235467,-0.448060989374647,30.76784177883312,-10.17467719067211,0.06666666666666667
2.0049116718823434,-0.11467497842364935,30.169837689471308,-0.9609578212578758,0.06833333333333334
4.67381069846728,3.475293764911249,29.45843909983411,-0.2240218984197547,0.07
2.9471489109782047,2.0427397120092423,28.613927125840828,-2.2905663127804208,0.07166666666666667
1.6569693685886142,-4.912817867383264,27.631553594590578,-2.6609091351364316,0.07333333333333333
2.618252584930722,-2.619075070808172,26.522447119863227,-3.5982026426726237,0.07500000000000001
2.0823722095840367,4.301028384340909,25.312742649656812,-1.8689816849903775,0.07666666666666667
3.0469535441837556,1.1608299903477075,24.04094116964684,-0.10413760264456738,0.07833333333333334
2.6670549235338976,-2.7864706387553118,22.75380335603039,-1.7611380522092657,0.08
3.4931598315388945,0.6885916400394694,21.50131758438836,1.0453320170955194,0.08166666666666667
1.124004234245969,0.9271253365893068,20.33139076510614,1.7752742744426668,0.08333333333333334
-0.6628940561682317,-1.5298231062495427,19.284911215190625,-1.8775863168084315,0.085
-1.3226401204244933,0.9529123703403797,18.39177362467175,-3.5447014115906157,0.08666666666666667
-2.743448344246986,1.648338745816153,17.668338745909583,-4.24727046361498,0.08833333333333333
-1.520920960511501,-1.5986100156415457,17.11661271283895,-6.801243988334766,0.09000000000000001
1.0724238318600545,-1.606437494420495,16.725183623735123,-4.017211650012412,0.09166666666666667
2.970342902823878,0.1714106591755408,16.471693657690054,0.5071016500600561,0.09333333333333334
4.869073675497719,1.0987327812166647,16.326412436148868,2.253956852892183,0.095
4.266791736263451,1.840776377946914,16.256319929908354,5.242741454937637,0.09666666666666668
5.07218496093874,0.06781288306345427,16.229010440070976,4.421437557976726,0.09833333333333334
4.756070941428353,-2.007923449287401,16.215771728264574,2.112701005977307,0.1
5.439869472963353,-1.1164819149351861,16.19342643684115,-0.4223594068210549,0.10166666666666667
6.790159042593181,0.18853022283228055,16.144857126691342,1.5854567129386836,0.10333333333333335
6.817146947984228,1.4724986001227358,16.05841256256706,3.670266729727183,0.10500000000000001
5.698103260575945,1.476702139536582,15.92652972498933,1.8632868717670388,0.10666666666666667
6.282206819698472,-1.660000781282728,15.743952805481303,-0.6767713067268472,0.10833333333333334
5.787142527822269,-1.5650488526685786,15.505953603364803,-1.3049000657319003,0.11
6.843489218329169,2.314810428679356,15.206917844194816,0.885059257386988,0.11166666666666668
7.414317264298823,0.8746949768907817,14.8395061398584,2.3526659187927357,0.11333333333333334
9.255646684546566,-3.1737663985863165,14.394399072716826,4.322175441320085,0.115
8.998596168572787,-1.2366485815329995,13.860508377429163,4.729892297868128,0.11666666666666667
10.175524889013353,3.140729669265488,13.225492734251244,5.6617952524856925,0.11833333333333335
11.804144574073819,3.0744870539562354,12.476404646644696,7.282283145190758,0.12000000000000001
13.052183312272543,-1.6397289925386347,11.600313511131224,10.873155028272548,0.12166666666666667
13.02507237800443,-4.5752188227154775,10.584839795724783,11.524831417158213,0.12333333333333334
14.1347270592492,-0.17226400739504127,9.418682812239604,7.9740750003641026,0.125
11.884127968322927,4.090901616211755,8.092337252258647,4.6492860146192,0.12666666666666668
9.968682113035305,1.0453172210270991,6.599169322416355,4.3025010244300965,0.12833333333333335
7.872908261089467,-1.8431864428469364,4.936855055206141,-0.6663417217006735,0.13
2.121177373141306,-1.4750503160367008,3.1089993928835833,-6.998943664175984,0.13166666666666668
-0.9341633344343571,-1.0706315683594634,1.1266918002380217,-9.045875854456057,0.13333333333333333
-5.547982207087873,2.2019736000075687,-0.9902070810827441,-14.53031320508225,0.135
-7.642985885209059,3.2316519599382425,-3.2122310677838213,-18.12902369707932,0.1366666666666667
-7.628654490371236,-2.7198828586872206,-5.500135459513079,-15.798438452403287,0.13833333333333334
-8.65386891005859,-3.2809679822314353,-7.805598326372643,-17.03579956698448,0.14
-9.90447294128561,2.317838163819257,-10.072927845043136,-18.520760641181298,0.14166666666666666
-9.943692117845918,1.4685369290543377,-12.241731553145932,-14.75908991048723,0.14333333333333334
-8.588325141531724,-1.0895833995563402,-14.250288643882449,-12.081440784972658,0.14500000000000002
-3.8067137899635743,0.3790112018645096,-16.03921334361951,-6.832587757333142,0.14666666666666667
-1.2836980936128517,-0.22114195931074027,-17.554956225688393,-5.685506121669235,0.14833333333333334
-3.3065837081965865,-1.0600005915598247,-18.75274270862184,-6.112814258362063,0.15000000000000002
-3.1051853603819772,0.5866922196405971,-19.59868301885636,-9.886596749212918,0.15166666666666667
-3.1563366005189937,0.9380690265749771,-20.070985858162736,-11.473459588102353,0.15333333333333335
-6.199062115196498,0.7305282219929712,-20.160397816848626,-15.554101562898667,0.155
-5.651381675699281,-0.4061287294192928,-19.870100293618723,-13.283047065922377,0.15666666666666668
-5.3993219299646515,-3.1766233746932238,-19.2152888363691,-12.030177266205675,0.15833333333333335
-5.192893665390719,-1.1467416647210382,-18.222554775098875,-14.793249761187981,0.16
-4.504231912550967,4.652800194944896,-16.92907000805148,-14.974790125503482,0.16166666666666668
